SchoolYear,ESD,CountyNumber,county,CountyDistrictNumber,district,GradeTested,ReadingTotalTestedNotTested,ReadingTotalMSP_HSPETested,ReadingMetStandardIncludingPrevPass,ReadingPercentMetStandardIncludingPrevPass,ReadingMetStandardWithoutPrevPass,ReadingPercentMetStandardWithoutPrevPass,ReadingPercentMetStandardExcludingNoScore,ReadingLevel1,ReadingPercentLevel1,ReadingLevel2,ReadingPercentLevel2,ReadingLevelBasic,ReadingPercentLevelBasic,ReadingLevel3,ReadingPercentLevel3,ReadingLevel4,ReadingPercentLevel4,ReadingNoScore,ReadingPercentNoScore,ReadingNotMet,ReadingPercentNotMet,ReadingExcusedAbsence,ReadingExempted,ReadingWAASPORT,ReadingWAASDAPE,MathTotalTestedNotTested,MathTotalMSP_HSPETested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,WritingTotalTestedNotTested,WritingTotalMSP_HSPETested,WritingMetStandardIncludingPrevPass,WritingPercentMetStandardIncludingPrevPass,WritingMetStandardWithoutPrevPass,WritingPercentMetStandardWithoutPrevPass,WritingPercentMetStandardExcludingNoScore,WritingLevel1,WritingPercentLevel1,WritingLevel2,WritingPercentLevel2,WritingLevelBasic,WritingPercentLevelBasic,WritingLevel3,WritingPercentLevel3,WritingLevel4,WritingPercentLevel4,WritingNoScore,WritingPercentNoScore,WritingNotMet,WritingPercentNotMet,WritingExcusedAbsence,WritingExempted,WritingWAASPORT,WritingWAASDAPE,ScienceTotalTestedNotTested,ScienceTotalMSP_HSPETested,ScienceMetStandardIncludingPrevPass,SciencePercentMetStandardIncludingPrevPass,ScienceMetStandardWithoutPrevPass,SciencePercentMetStandardWithoutPrevPass,SciencePercentMetStandardExcludingNoScore,ScienceLevel1,SciencePercentLevel1,ScienceLevel2,SciencePercentLevel2,ScienceLevelBasic,SciencePercentLevelBasic,ScienceLevel3,SciencePercentLevel3,ScienceLevel4,SciencePercentLevel4,ScienceNoScore,SciencePercentNoScore,ScienceNotMet,SciencePercentNotMet,ScienceExcusedAbsence,ScienceExempted,ScienceWAASPORT,ScienceWAASDAPE,ReadingLevelIndex,MathLevelIndex
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,6,66,65,42,63.6,42,63.6,64.6,7,10.59,16,24.19,1,1.5,23,34.79,18,27.19,1,1.5,24,36.29,0,1,,,66,65,44,66.59,44,66.59,67.7,10,15.09,11,16.6,2,3,30,45.39,12,18.1,1,1.5,22,33.29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.57
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,7,74,72,44,59.39,44,59.39,61.1,7,9.4,21,28.3,0,0,18,24.3,26,35.1,2,2.7,30,40.5,0,0,,,74,72,29,39.1,29,39.1,40.3,20,27,23,31,0,0,19,25.6,10,13.5,2,2.7,45,60.79,0,0,,,74,71,40,54,40,54,56.3,14,18.89,17,22.89,0,0,32,43.2,8,10.8,3,4,34,45.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,2.2
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,8,74,74,31,41.79,31,41.79,41.9,15,20.19,28,37.79,0,0,14,18.89,17,22.89,0,0,43,58.1,0,1,,,74,74,13,17.5,13,17.5,17.6,36,48.6,25,33.7,0,0,10,13.5,3,4,0,0,61,82.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,35,47.2,35,47.2,47.3,7,9.4,32,43.2,0,0,29,39.1,6,8.09,0,0,39,52.7,0,1,,NA,2.44,1.73
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,10,67,61,51,76.1,51,76.09,83.6,0,0,10,14.9,0,0,12,17.89,39,58.2,6,8.9,16,23.8,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,66,59,50,75.7,50,75.7,84.7,3,4.5,6,9,1,1.5,27,40.89,22,33.29,7,10.59,16,24.19,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,3,139,139,105,75.5,105,75.5,75.5,15,10.69,19,13.59,4,2.79,54,38.79,47,33.79,0,0,34,24.39,0,0,1,,139,137,76,54.6,76,54.6,55.5,23,16.5,38,27.3,3,2.1,52,37.39,21,15.09,2,1.39,63,45.29,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.44
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,4,116,116,85,73.2,85,73.2,73.3,4,3.39,27,23.19,5,4.29,36,31,44,37.89,0,0,31,26.69,1,0,1,,116,116,72,62,72,62,62.1,33,28.39,11,9.4,1,0.8,30,25.8,41,35.29,0,0,44,37.89,1,0,1,,116,115,76,65.5,76,65.5,66.1,16,13.69,23,19.8,2,1.7,50,43.1,24,20.6,1,0.8,40,34.39,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.66
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,5,138,138,109,78.9,109,78.9,79,8,5.7,21,15.19,5,3.6,39,28.19,65,47.1,0,0,29,21,0,1,1,,138,138,86,62.29,86,62.29,62.3,28,20.19,24,17.3,2,1.39,37,26.8,47,34,0,0,52,37.6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,138,138,107,77.5,107,77.5,77.5,14,10.09,17,12.3,4,2.79,47,34,56,40.5,0,0,31,22.39,0,1,1,NA,3.09,2.71
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,6,136,136,96,70.5,96,70.5,70.6,13,9.5,27,19.8,5,3.6,49,36,42,30.8,0,0,40,29.39,1,1,4,,136,136,73,53.6,73,53.6,53.7,38,27.89,25,18.3,2,1.39,45,33,26,19.1,0,0,63,46.29,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.4
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,7,131,131,98,74.79,98,74.79,74.8,16,12.19,17,12.9,3,2.2,43,32.79,52,39.6,0,0,33,25.1,0,1,,,131,131,64,48.79,64,48.79,48.9,43,32.79,24,18.3,1,0.7,36,27.39,27,20.6,0,0,67,51.1,0,1,,,131,129,104,79.29,104,79.29,80.6,13,9.9,12,9.09,7,5.29,67,51.1,30,22.89,2,1.5,27,20.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.34
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,8,145,144,115,79.29,115,79.29,79.9,13,8.9,16,11,6,4.09,32,22,77,53.1,1,0.6,30,20.6,2,1,,,144,143,70,48.6,70,48.6,49,39,27,34,23.6,2,1.3,40,27.69,28,19.39,1,0.6,74,51.29,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,143,104,72.2,104,72.2,72.7,8,5.5,31,21.5,9,6.2,66,45.79,29,20.1,1,0.6,40,27.69,3,1,,NA,3.09,2.35
2013-14,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,10,123,113,96,76.8,94,76.4,83.2,7,5.59,12,9.69,4,3.2,26,21.1,64,52,10,8.09,29,23.5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,109,91,73.3,90,73.09,82.6,6,4.79,13,10.5,4,3.2,61,49.5,25,20.3,14,11.3,33,26.8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,
2013-14,Educational Service District 101,33,Stevens,33202,Summit Valley School District,3,14,14,6,42.79,6,42.79,42.9,4,28.5,4,28.5,0,0,6,42.79,0,0,0,0,8,57.1,0,0,,,14,14,6,42.79,6,42.79,42.9,5,35.7,3,21.39,0,0,3,21.39,3,21.39,0,0,8,57.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.28
2013-14,Educational Service District 101,33,Stevens,33202,Summit Valley School District,4,10,10,6,60,6,60,60,0,0,4,40,0,0,5,50,1,10,0,0,4,40,0,0,,,10,10,6,60,6,60,60,2,20,2,20,0,0,4,40,2,20,0,0,4,40,0,0,,,10,10,5,50,5,50,50,0,0,5,50,0,0,5,50,0,0,0,0,5,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.6
2013-14,Educational Service District 101,33,Stevens,33202,Summit Valley School District,5,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,33,Stevens,33202,Summit Valley School District,6,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33202,Summit Valley School District,7,10,10,5,50,5,50,50,2,20,3,30,0,0,4,40,1,10,0,0,5,50,0,0,,,10,10,4,40,4,40,40,3,30,3,30,0,0,4,40,0,0,0,0,6,60,0,0,,,10,10,8,80,8,80,80,1,10,1,10,0,0,7,70,1,10,0,0,2,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.1
2013-14,Educational Service District 101,33,Stevens,33202,Summit Valley School District,8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Puget Sound Educational Service District 121,,,27320,Sumner School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,593,454,76.29,454,76.29,76.6,59,9.9,80,13.4,0,0,214,35.89,240,40.29,2,0.3,141,23.6,0,1,6,NA,,
2013-14,Puget Sound Educational Service District 121,,,27320,Sumner School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,659,468,69.79,468,69.79,71,55,8.19,136,20.19,0,0,330,49.2,138,20.5,11,1.6,202,30.1,0,6,6,NA,,
2013-14,Puget Sound Educational Service District 121,,,27320,Sumner School District,10,721,703,648,87.6,630,87.29,89.6,38,5.2,35,4.79,16,2.2,154,21.3,460,63.79,18,2.39,91,12.59,20,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,721,694,655,88.8,639,88.59,92.1,21,2.89,34,4.7,27,3.7,291,40.29,321,44.5,27,3.7,82,11.3,22,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,3,538,537,302,56.1,302,56.1,56.2,102,18.89,133,24.69,10,1.8,158,29.3,134,24.89,1,0.1,236,43.79,0,4,4,,539,539,267,49.5,267,49.5,49.5,136,25.19,136,25.19,7,1.19,180,33.29,80,14.8,0,0,272,50.39,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.35
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,4,505,490,247,48.89,247,48.89,50.4,40,7.9,203,40.1,18,3.5,174,34.39,55,10.8,15,2.89,258,51,0,4,5,,506,436,206,40.7,206,40.7,47.2,159,31.39,71,14,2,0.3,138,27.19,66,13,70,13.8,300,59.2,0,3,5,,505,427,225,44.5,225,44.5,52.7,75,14.8,127,25.1,7,1.3,177,35,41,8.09,78,15.4,280,55.39,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,1.93
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,5,462,462,214,46.29,214,46.29,46.3,73,15.8,175,37.79,8,1.7,129,27.89,77,16.6,0,0,248,53.6,0,4,4,,463,463,246,53.1,246,53.1,53.1,116,25,101,21.8,6,1.19,162,34.89,78,16.8,0,0,217,46.79,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,463,462,134,28.89,134,28.89,29,169,36.5,159,34.29,1,0.2,88,19,45,9.69,1,0.2,329,71,0,3,4,NA,2.41,2.4
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,6,457,455,231,50.5,231,50.5,50.8,87,19,137,29.89,4,0.8,180,39.29,47,10.19,2,0.4,226,49.39,2,3,8,,458,454,225,49.1,225,49.1,49.6,128,27.89,101,22,0,0,165,36,60,13.09,4,0.8,233,50.79,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.32
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,7,517,513,231,44.6,231,44.6,45,130,25.1,152,29.39,1,0.1,134,25.89,96,18.5,4,0.7,286,55.29,2,2,6,,518,515,232,44.7,232,44.7,45,159,30.6,124,23.89,2,0.3,136,26.19,94,18.1,3,0.5,286,55.2,1,2,6,,518,508,340,65.59,340,65.59,66.9,58,11.09,110,21.19,6,1.1,210,40.5,124,23.89,10,1.89,178,34.29,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.29
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,8,472,469,239,50.6,239,50.6,51,101,21.3,129,27.3,1,0.2,105,22.19,133,28.1,3,0.6,233,49.29,2,4,2,,475,473,202,42.5,202,42.5,42.7,161,33.79,110,23.1,1,0.2,150,31.5,51,10.69,2,0.4,273,57.39,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,471,467,145,30.69,145,30.69,31,169,35.79,153,32.39,0,0,126,26.69,19,4,4,0.8,326,69.2,3,4,2,NA,2.55,2.17
2013-14,Educational Service District 105,39,Yakima,39201,Sunnyside School District,10,456,444,332,72.6,331,72.5,74.5,51,11.09,62,13.5,9,1.89,157,34.39,165,36.1,12,2.6,125,27.39,0,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,456,435,352,76.8,350,76.7,80.5,17,3.7,68,14.9,19,4.09,199,43.6,132,28.89,21,4.59,106,23.19,0,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,3,2268,2208,1417,62.39,1417,62.39,64.2,290,12.69,501,22,21,0.9,643,28.3,753,33.2,60,2.6,851,37.5,1,22,30,,2264,2205,1280,56.5,1280,56.5,58,434,19.1,491,21.6,24,1,871,38.39,385,17,59,2.6,984,43.39,4,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.45
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,4,2278,2227,1455,63.79,1455,63.79,65.3,182,7.9,590,25.8,51,2.2,947,41.5,457,20,51,2.2,823,36.1,1,15,19,,2276,2226,1189,52.2,1189,52.2,53.4,664,29.1,373,16.3,10,0.4,723,31.69,456,20,50,2.1,1087,47.7,5,13,19,,2274,2162,1266,55.6,1266,55.6,58.6,349,15.3,547,24,21,0.9,840,36.89,405,17.8,112,4.9,1008,44.29,4,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.37
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,5,2088,2044,1419,67.9,1419,67.9,69.4,209,10,416,19.89,43,2,534,25.5,842,40.29,44,2.1,669,32,2,16,27,,2087,2040,1191,57,1191,57,58.4,472,22.6,377,18,16,0.7,658,31.5,517,24.69,47,2.2,896,42.89,4,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,2045,1245,59.5,1245,59.5,60.9,355,16.89,445,21.19,30,1.39,708,33.79,507,24.19,46,2.1,846,40.39,3,12,27,NA,2.87,2.52
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,6,2115,2070,1346,63.6,1346,63.6,65,245,11.5,479,22.6,30,1.39,820,38.7,496,23.39,45,2.1,769,36.29,5,33,21,,2116,2071,1211,57.2,1211,57.2,58.5,514,24.19,346,16.3,6,0.2,743,35.1,462,21.8,45,2.1,905,42.7,5,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.49
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,7,2011,1965,1159,57.6,1159,57.6,59,370,18.3,436,21.6,22,1,513,25.5,624,31,46,2.2,852,42.29,15,30,22,,2015,1966,942,46.7,942,46.7,47.9,577,28.6,447,22.1,7,0.3,553,27.39,382,18.89,49,2.39,1073,53.2,13,28,22,,2012,1917,1192,59.2,1192,59.2,62.2,296,14.69,429,21.3,31,1.5,884,43.89,277,13.69,95,4.7,820,40.7,12,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,2.31
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,8,2035,1992,1321,64.9,1321,64.9,66.3,278,13.59,393,19.3,26,1.19,427,20.89,868,42.6,43,2.1,714,35,6,31,18,,2038,1992,905,44.39,905,44.39,45.4,667,32.7,420,20.6,3,0.1,504,24.69,398,19.5,46,2.2,1133,55.5,6,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2034,1988,1122,55.1,1122,55.1,56.4,258,12.59,608,29.8,12,0.5,793,38.89,317,15.5,46,2.2,912,44.79,6,32,18,NA,2.85,2.26
2013-14,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,10,1856,1794,1487,77.5,1425,76.7,79.4,158,8.5,211,11.3,28,1.5,496,26.69,901,48.5,62,3.29,431,23.19,54,103,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1831,1753,1537,81.2,1476,80.59,84.2,84,4.5,193,10.5,57,3.1,891,48.6,528,28.8,78,4.2,355,19.3,81,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,3,12,12,4,33.29,4,33.29,33.3,4,33.29,4,33.29,0,0,4,33.29,0,0,0,0,8,66.59,0,1,,,12,12,1,8.3,1,8.3,8.3,8,66.59,3,25,0,0,1,8.3,0,0,0,0,11,91.59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.41
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,4,15,15,10,66.59,10,66.59,66.7,0,0,5,33.29,2,13.3,8,53.29,0,0,0,0,5,33.29,0,0,,,15,15,7,46.6,7,46.6,46.7,6,40,2,13.3,2,13.3,5,33.29,0,0,0,0,8,53.29,0,0,,,15,15,4,26.6,4,26.6,26.7,6,40,5,33.29,0,0,4,26.6,0,0,0,0,11,73.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,1.66
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,5,14,14,5,35.7,5,35.7,35.7,4,28.5,5,35.7,2,14.19,1,7.09,2,14.19,0,0,9,64.2,0,0,,,14,14,3,21.39,3,21.39,21.4,10,71.4,1,7.09,0,0,2,14.19,1,7.09,0,0,11,78.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,2,14.19,2,14.19,14.3,8,57.1,4,28.5,0,0,2,14.19,0,0,0,0,12,85.7,0,0,,NA,1.78,1.57
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,6,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,7,15,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,15,15,5,33.29,5,33.29,33.3,4,26.6,6,40,0,0,5,33.29,0,0,0,0,10,66.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,8,10,10,5,50,5,50,50,3,30,2,20,2,20,2,20,1,10,0,0,5,50,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,1,10,1,10,10,5,50,4,40,0,0,1,10,0,0,0,0,9,90,0,0,,NA,1.7,
2013-14,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,10,18,18,8,44.4,8,44.39,44.4,4,22.19,6,33.29,0,0,7,38.79,1,5.5,0,0,10,55.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,10,55.5,10,55.5,58.8,3,16.6,4,22.19,0,0,8,44.39,2,11.09,1,5.5,8,44.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,
2013-14,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,619,524,84.5,524,84.5,84.7,26,4.09,69,11.09,8,1.19,192,30.89,324,52.2,1,0.1,96,15.4,0,4,6,NA,,
2013-14,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,598,500,83,500,83,83.6,26,4.29,72,11.9,12,1.89,328,54.39,160,26.5,4,0.6,102,16.89,2,8,5,NA,,
2013-14,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,10,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,3,18,18,8,44.39,8,44.39,44.4,6,33.29,4,22.19,0,0,4,22.19,4,22.19,0,0,10,55.5,0,0,,,18,18,13,72.2,13,72.2,72.2,4,22.19,1,5.5,1,5.5,8,44.39,4,22.19,0,0,5,27.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.55
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,4,20,20,14,70,14,70,70,1,5,5,25,3,15,10,50,1,5,0,0,6,30,0,0,,,20,20,9,45,9,45,45,7,35,4,20,0,0,8,40,1,5,0,0,11,55,0,0,,,20,19,17,85,17,85,89.5,2,10,0,0,1,5,9,45,7,35,1,5,3,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.15
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,5,22,22,15,68.09,15,68.09,68.2,2,9,5,22.69,1,4.5,7,31.8,7,31.8,0,0,7,31.8,0,0,,,22,22,9,40.89,9,40.89,40.9,7,31.8,6,27.19,0,0,7,31.8,2,9,0,0,13,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,15,68.09,15,68.09,68.2,3,13.59,4,18.1,1,4.5,6,27.19,8,36.29,0,0,7,31.8,0,0,,NA,2.77,2.18
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,6,11,11,9,81.79,9,81.79,81.8,1,9,1,9,3,27.19,6,54.5,0,0,0,0,2,18.1,0,0,,,11,11,5,45.39,5,45.39,45.5,4,36.29,2,18.1,3,27.19,2,18.1,0,0,0,0,6,54.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,1.27
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,7,13,13,9,69.2,9,69.2,69.2,1,7.59,3,23,0,0,5,38.39,4,30.69,0,0,4,30.69,0,0,,,13,13,8,61.5,8,61.5,61.5,2,15.3,3,23,1,7.59,5,38.39,2,15.3,0,0,5,38.39,0,0,,,13,13,12,92.29,12,92.29,92.3,1,7.59,0,0,1,7.59,4,30.69,7,53.79,0,0,1,7.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.38
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,8,11,11,6,54.5,6,54.5,54.5,1,9,4,36.29,0,0,1,9,5,45.39,0,0,5,45.39,0,0,,,11,11,2,18.1,2,18.1,18.2,6,54.5,3,27.19,0,0,2,18.1,0,0,0,0,9,81.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,6,54.5,6,54.5,54.5,1,9,4,36.29,0,0,6,54.5,0,0,0,0,5,45.39,0,0,,NA,2.9,1.63
2013-14,Educational Service District 101,38,Whitman,38265,Tekoa School District,10,11,11,10,83.3,9,81.79,81.8,2,18.1,0,0,0,0,5,45.39,4,36.29,0,0,2,18.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,9,75,8,72.7,72.7,0,0,3,27.19,0,0,2,18.1,6,54.5,0,0,3,27.19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,
2013-14,Educational Service District 113,34,Thurston,34402,Tenino School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,81,56,68.2,56,68.2,69.1,3,3.6,22,26.8,0,0,39,47.5,17,20.69,1,1.19,26,31.69,0,1,,NA,,
2013-14,Educational Service District 113,34,Thurston,34402,Tenino School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,75,83.29,75,83.29,83.3,0,0,15,16.6,0,0,52,57.7,23,25.5,0,0,15,16.6,0,0,,NA,,
2013-14,Educational Service District 113,34,Thurston,34402,Tenino School District,10,87,87,72,80.8,70,80.4,80.5,8,9.09,9,10.3,0,0,26,29.8,44,50.5,0,0,17,19.5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,87,73,82,72,81.79,82.8,4,4.5,11,12.5,0,0,51,57.89,21,23.8,1,1.1,16,18.1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,
2013-14,Educational Service District 105,19,Kittitas,19400,Thorp School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,8,53.29,8,53.29,53.3,2,13.3,5,33.29,0,0,5,33.29,3,20,0,0,7,46.6,0,0,1,NA,,
2013-14,Educational Service District 105,19,Kittitas,19400,Thorp School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 105,19,Kittitas,19400,Thorp School District,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
