SchoolYear,ESD,CountyNumber,county,CountyDistrictNumber,district,GradeTested,ReadingTotalTestedNotTested,ReadingTotalMSP_HSPETested,ReadingMetStandardIncludingPrevPass,ReadingPercentMetStandardIncludingPrevPass,ReadingMetStandardWithoutPrevPass,ReadingPercentMetStandardWithoutPrevPass,ReadingPercentMetStandardExcludingNoScore,ReadingLevel1,ReadingPercentLevel1,ReadingLevel2,ReadingPercentLevel2,ReadingLevelBasic,ReadingPercentLevelBasic,ReadingLevel3,ReadingPercentLevel3,ReadingLevel4,ReadingPercentLevel4,ReadingNoScore,ReadingPercentNoScore,ReadingNotMet,ReadingPercentNotMet,ReadingExcusedAbsence,ReadingExempted,ReadingWAASPORT,ReadingWAASDAPE,MathTotalTestedNotTested,MathTotalMSP_HSPETested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,WritingTotalTestedNotTested,WritingTotalMSP_HSPETested,WritingMetStandardIncludingPrevPass,WritingPercentMetStandardIncludingPrevPass,WritingMetStandardWithoutPrevPass,WritingPercentMetStandardWithoutPrevPass,WritingPercentMetStandardExcludingNoScore,WritingLevel1,WritingPercentLevel1,WritingLevel2,WritingPercentLevel2,WritingLevelBasic,WritingPercentLevelBasic,WritingLevel3,WritingPercentLevel3,WritingLevel4,WritingPercentLevel4,WritingNoScore,WritingPercentNoScore,WritingNotMet,WritingPercentNotMet,WritingExcusedAbsence,WritingExempted,WritingWAASPORT,WritingWAASDAPE,ScienceTotalTestedNotTested,ScienceTotalMSP_HSPETested,ScienceMetStandardIncludingPrevPass,SciencePercentMetStandardIncludingPrevPass,ScienceMetStandardWithoutPrevPass,SciencePercentMetStandardWithoutPrevPass,SciencePercentMetStandardExcludingNoScore,ScienceLevel1,SciencePercentLevel1,ScienceLevel2,SciencePercentLevel2,ScienceLevelBasic,SciencePercentLevelBasic,ScienceLevel3,SciencePercentLevel3,ScienceLevel4,SciencePercentLevel4,ScienceNoScore,SciencePercentNoScore,ScienceNotMet,SciencePercentNotMet,ScienceExcusedAbsence,ScienceExempted,ScienceWAASPORT,ScienceWAASDAPE,ReadingLevelIndex,MathLevelIndex
2013-14,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,6,293,288,257,87.7,257,87.7,89.2,7,2.29,24,8.09,0,0,121,41.2,136,46.39,5,1.7,36,12.19,0,0,1,,292,287,254,86.9,254,86.9,88.5,14,4.7,19,6.5,2,0.6,101,34.5,151,51.7,5,1.7,38,13,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,3.28
2013-14,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,7,276,276,244,88.4,244,88.4,88.4,6,2.1,26,9.4,1,0.3,67,24.19,176,63.7,0,0,32,11.5,0,0,,,274,274,238,86.79,238,86.79,86.9,14,5.09,22,8,0,0,84,30.6,154,56.2,0,0,36,13.09,2,0,,,276,274,237,85.79,237,85.79,86.5,9,3.2,28,10.09,0,0,123,44.5,114,41.29,2,0.7,39,14.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,3.38
2013-14,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,8,313,307,257,82.09,257,82.09,83.7,11,3.5,39,12.4,1,0.3,80,25.5,176,56.2,6,1.89,56,17.8,0,1,5,,313,306,275,87.79,275,87.79,89.9,11,3.5,20,6.29,0,0,114,36.39,161,51.39,7,2.2,38,12.09,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,313,307,278,88.79,278,88.79,90.6,5,1.5,24,7.59,1,0.3,183,58.39,94,30,6,1.89,35,11.09,0,1,5,NA,3.3,3.31
2013-14,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,10,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,3,466,465,340,72.9,340,72.9,73.1,60,12.8,65,13.9,6,1.19,157,33.6,177,37.89,1,0.2,126,27,0,2,10,,466,464,274,58.7,274,58.7,59.1,85,18.19,105,22.5,4,0.8,167,35.79,103,22.1,2,0.4,192,41.2,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.59
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,4,477,476,326,68.29,326,68.29,68.5,27,5.59,123,25.69,24,5,180,37.7,122,25.5,1,0.2,151,31.6,0,3,15,,477,476,281,58.89,281,58.89,59,120,25.1,75,15.69,0,0,157,32.89,124,25.89,1,0.2,196,41,0,3,15,,476,468,319,67,319,67,68.2,48,10,101,21.19,9,1.8,188,39.39,122,25.6,8,1.6,157,32.89,1,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.59
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,5,800,799,624,78,624,78,78.1,34,4.2,141,17.6,26,3.2,243,30.3,355,44.29,1,0.1,176,22,0,3,13,,800,799,513,64.09,513,64.09,64.2,137,17.1,149,18.6,11,1.3,292,36.5,210,26.19,1,0.1,287,35.79,0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,913,912,657,71.9,657,71.9,72,79,8.59,176,19.19,7,0.7,274,30,376,41.1,1,0.1,256,28,0,3,13,NA,3.07,2.69
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,6,812,811,648,79.79,648,79.79,79.9,48,5.9,115,14.09,21,2.5,416,51.2,211,25.89,1,0.1,164,20.1,0,1,10,,812,811,530,65.2,530,65.2,65.4,127,15.59,154,18.89,7,0.8,293,36,230,28.3,1,0.1,282,34.7,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.75
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,7,861,860,644,74.7,644,74.7,74.9,69,8,147,17,12,1.3,319,37,313,36.29,1,0.1,217,25.19,0,7,9,,861,859,526,61,526,61,61.2,184,21.3,149,17.3,9,1,283,32.79,234,27.1,2,0.2,335,38.89,0,7,9,,860,848,692,80.4,692,80.4,81.6,70,8.09,86,10,14,1.6,404,46.89,274,31.8,12,1.3,168,19.5,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.63
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,8,836,834,669,80,669,80,80.2,50,5.9,115,13.69,16,1.89,214,25.5,439,52.5,2,0.2,167,19.89,2,7,5,,838,836,505,60.2,505,60.2,60.4,197,23.5,134,15.9,5,0.5,279,33.2,221,26.3,2,0.2,333,39.7,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,967,964,712,73.59,712,73.59,73.9,73,7.5,179,18.5,9,0.9,508,52.5,195,20.1,3,0.3,255,26.3,2,6,5,NA,3.2,2.6
2013-14,Educational Service District 112,6,Clark,6119,Battle Ground School District,10,1013,955,891,85.1,857,84.59,89.7,34,3.29,64,6.29,18,1.7,237,23.3,602,59.39,58,5.7,156,15.3,23,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,947,900,86.5,864,86,91.2,15,1.39,68,6.7,18,1.7,535,53.2,311,30.89,57,5.59,140,13.9,30,54,9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,3,740,739,624,84.29,624,84.29,84.4,39,5.2,76,10.19,11,1.39,198,26.69,415,56,1,0.1,116,15.59,0,11,8,,746,745,608,81.5,608,81.5,81.6,55,7.29,82,10.9,5,0.6,300,40.2,303,40.6,1,0.1,138,18.39,0,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.12
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,4,782,780,626,80,626,80,80.3,31,3.89,123,15.69,19,2.39,313,40,294,37.5,2,0.2,156,19.89,0,29,10,,785,783,577,73.5,577,73.5,73.7,118,15,88,11.19,1,0.1,224,28.5,352,44.79,2,0.2,208,26.39,0,26,10,,785,775,594,75.59,594,75.59,76.6,58,7.29,123,15.59,12,1.5,276,35.1,306,38.89,10,1.19,191,24.3,0,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.02
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,5,769,767,636,82.7,636,82.7,82.9,33,4.2,98,12.69,15,1.89,198,25.69,423,55,2,0.2,133,17.19,0,16,12,,772,770,582,75.29,582,75.29,75.6,89,11.5,99,12.8,1,0.1,235,30.39,346,44.79,2,0.2,190,24.6,0,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,1359,1154,84.59,1154,84.59,84.9,68,4.9,137,10,9,0.6,471,34.5,674,49.39,5,0.3,210,15.3,0,18,12,NA,3.27,3.07
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,6,1039,1035,888,85.4,888,85.4,85.8,39,3.7,108,10.3,13,1.19,391,37.6,484,46.5,4,0.3,151,14.5,2,22,11,,1043,1042,878,84.09,878,84.09,84.3,86,8.19,78,7.4,2,0.1,339,32.5,537,51.39,1,0,165,15.8,3,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,3.26
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,7,943,942,805,85.29,805,85.29,85.5,43,4.5,94,9.9,21,2.2,224,23.69,560,59.29,1,0.1,138,14.59,2,17,11,,948,947,740,78,740,78,78.1,99,10.4,108,11.3,3,0.3,224,23.6,513,54.1,1,0.1,208,21.89,2,12,11,,941,931,798,84.79,798,84.79,85.7,36,3.79,97,10.3,20,2.1,453,48.1,325,34.5,10,1,143,15.09,2,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.2
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,8,1019,1016,902,88.5,902,88.5,88.8,44,4.29,70,6.79,19,1.8,148,14.5,735,72.09,3,0.2,117,11.4,4,8,16,,1022,1019,820,80.2,820,80.2,80.5,105,10.19,94,9.09,2,0.1,246,24,572,55.89,3,0.2,202,19.69,4,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1409,1404,1266,89.79,1266,89.79,90.2,40,2.79,98,6.9,20,1.39,606,43,640,45.39,5,0.3,143,10.09,4,7,16,NA,3.5,3.24
2013-14,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,10,1495,1463,1368,91.3,1366,91.29,93.4,42,2.79,55,3.6,16,1,224,14.9,1126,75.29,32,2.1,129,8.59,28,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1494,1452,1387,92.7,1385,92.7,95.4,20,1.3,47,3.1,19,1.19,494,33,872,58.29,42,2.79,109,7.2,31,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,3,822,818,592,72,592,72,72.4,92,11.09,134,16.3,0,0,229,27.8,363,44.1,4,0.4,230,27.89,0,6,12,,819,815,498,60.79,498,60.79,61.1,134,16.3,183,22.3,0,0,296,36.1,202,24.6,4,0.4,321,39.1,0,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.68
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,4,769,767,566,73.59,566,73.59,73.8,31,4,170,22.1,0,0,315,40.89,251,32.6,2,0.2,203,26.3,0,3,4,,769,765,497,64.59,497,64.59,65,142,18.39,126,16.3,0,0,282,36.6,215,27.89,4,0.5,272,35.29,0,3,4,,765,749,490,64,490,64,65.4,82,10.69,177,23.1,0,0,281,36.7,209,27.3,16,2,275,35.89,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.72
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,5,795,793,639,80.29,639,80.29,80.6,35,4.4,119,14.9,0,0,191,24,448,56.29,2,0.2,156,19.6,1,4,4,,792,789,564,71.2,564,71.2,71.5,95,11.9,130,16.39,0,0,271,34.2,293,36.89,3,0.3,228,28.69,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,791,788,625,79,625,79,79.3,50,6.29,113,14.19,0,0,292,36.89,333,42,3,0.3,166,20.89,3,6,4,NA,3.31,2.95
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,6,762,758,596,78.2,596,78.2,78.6,42,5.5,120,15.69,0,0,322,42.2,274,35.89,4,0.5,166,21.69,4,5,4,,763,759,527,69,527,69,69.4,134,17.5,98,12.8,0,0,271,35.5,256,33.5,4,0.5,236,30.89,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.84
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,7,818,813,622,76,622,76,76.5,58,7,133,16.19,0,0,182,22.19,440,53.7,5,0.6,196,23.89,1,2,5,,817,812,536,65.59,536,65.59,66,142,17.3,134,16.39,0,0,191,23.3,345,42.2,5,0.6,281,34.29,1,3,5,,811,799,633,78,633,78,79.2,69,8.5,97,11.9,0,0,318,39.2,315,38.79,12,1.39,178,21.89,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,2.89
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,8,791,788,615,77.7,615,77.7,78,79,9.9,94,11.8,0,0,115,14.5,500,63.2,3,0.3,176,22.19,6,8,1,,791,787,521,65.79,521,65.79,66.2,148,18.69,118,14.9,0,0,238,30,283,35.7,4,0.5,270,34.1,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,794,791,611,76.9,611,76.9,77.2,53,6.59,127,15.9,0,0,376,47.29,235,29.5,3,0.3,183,23,4,7,1,NA,3.3,2.81
2013-14,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,10,863,843,762,87.6,756,87.59,89.7,35,4,52,6,6,0.6,173,20,577,66.79,20,2.29,107,12.3,12,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,849,819,725,84.8,720,84.79,87.9,32,3.7,67,7.79,6,0.7,311,36.6,403,47.39,30,3.5,129,15.09,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,
2013-14,Educational Service District 101,1,Adams,1122,Benge School District,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,1,Adams,1122,Benge School District,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,1,Adams,1122,Benge School District,5,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,1,Adams,1122,Benge School District,6,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1304,788,60.1,788,60.1,60.4,185,14.09,331,25.19,0,0,481,36.6,307,23.39,7,0.5,523,39.79,2,6,16,NA,,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,1405,843,59.7,843,59.7,60,158,11.09,404,28.6,0,0,708,50.1,135,9.5,6,0.4,568,40.2,15,16,8,NA,,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,10,1326,1315,1123,84.3,1118,84.29,85,65,4.9,132,9.9,34,2.5,359,27,725,54.6,11,0.8,208,15.59,30,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,1285,1143,86.7,1134,86.59,88.2,40,3,111,8.4,33,2.5,642,49,459,35,24,1.8,175,13.3,47,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,5,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,6,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,7,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,8,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 105,20,Klickitat,20203,Bickleton School District,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,3,162,161,115,70.9,115,70.9,71.4,12,7.4,34,20.89,2,1.19,57,35.1,56,34.5,1,0.6,47,29,0,2,3,,163,163,82,50.29,82,50.29,50.3,34,20.8,47,28.8,0,0,57,34.89,25,15.3,0,0,81,49.6,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.44
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,4,141,141,103,73,103,73,73,6,4.2,32,22.6,4,2.79,54,38.2,45,31.89,0,0,38,26.89,0,2,,,141,141,95,67.29,95,67.29,67.4,31,21.89,15,10.59,2,1.39,46,32.6,47,33.29,0,0,46,32.6,0,2,,,141,135,97,68.7,97,68.7,71.9,12,8.5,26,18.39,2,1.39,53,37.5,42,29.69,6,4.2,44,31.19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.74
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,5,145,145,94,64.79,94,64.79,64.8,15,10.3,36,24.8,3,2,42,28.89,49,33.7,0,0,51,35.1,0,1,1,,145,145,53,36.5,53,36.5,36.6,48,33.1,44,30.3,0,0,42,28.89,11,7.5,0,0,92,63.39,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,145,145,92,63.39,92,63.39,63.4,18,12.4,35,24.1,0,0,54,37.2,38,26.19,0,0,53,36.5,0,1,1,NA,2.81,2.1
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,6,189,189,142,75.09,142,75.09,75.1,11,5.79,36,19,0,0,95,50.2,47,24.8,0,0,47,24.8,0,0,2,,189,188,137,72.4,137,72.4,72.9,21,11.09,30,15.8,2,1,62,32.79,73,38.6,1,0.5,52,27.5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.95
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,7,154,153,104,67.5,104,67.5,68,12,7.7,37,24,1,0.6,46,29.8,57,37,1,0.6,50,32.39,0,2,,,152,151,89,58.5,89,58.5,58.9,33,21.69,29,19,0,0,51,33.5,38,25,1,0.6,63,41.39,2,2,,,153,150,108,70.5,108,70.5,72,13,8.4,29,18.89,0,0,69,45,39,25.39,3,1.89,45,29.39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.6
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,8,175,173,146,83.4,146,83.4,84.4,11,6.2,16,9.09,1,0.5,38,21.69,107,61.1,2,1.1,29,16.5,0,2,1,,175,172,85,48.5,85,48.5,49.4,47,26.8,40,22.8,1,0.5,52,29.69,32,18.19,3,1.7,90,51.39,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,174,170,116,66.59,116,66.59,68.2,6,3.39,48,27.5,0,0,89,51.1,27,15.5,4,2.2,58,33.29,1,2,1,NA,3.34,2.34
2013-14,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,10,161,160,141,87,140,86.9,87.5,9,5.5,11,6.79,0,0,38,23.6,102,63.29,1,0.6,21,13,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,161,159,141,87,140,86.9,88.1,8,4.9,11,6.79,0,0,65,40.29,75,46.5,2,1.19,21,13,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,3,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,4,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,5,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,6,10,10,6,60,6,60,60,2,20,2,20,0,0,4,40,2,20,0,0,4,40,0,0,,,10,10,6,60,6,60,60,1,10,3,30,0,0,4,40,2,20,0,0,4,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.7
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,7,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,3,415,415,291,70.09,291,70.09,70.1,54,13,70,16.8,2,0.4,129,31,160,38.5,0,0,124,29.8,0,4,7,,415,415,235,56.6,235,56.6,56.6,77,18.5,103,24.8,0,0,149,35.89,86,20.69,0,0,180,43.29,0,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.59
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,4,361,358,238,65.9,238,65.9,66.5,37,10.19,83,22.89,12,3.29,163,45.1,63,17.39,3,0.8,123,34,0,1,5,,361,357,167,46.2,167,46.2,46.8,126,34.89,64,17.69,1,0.2,104,28.8,62,17.1,4,1.1,194,53.7,0,1,5,,360,343,192,53.29,192,53.29,56,61,16.89,90,25,6,1.6,144,40,42,11.59,17,4.7,168,46.6,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,2.25
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,5,351,350,249,70.9,249,70.9,71.1,36,10.19,65,18.5,9,2.5,99,28.19,141,40.1,1,0.2,102,29,1,7,7,,349,348,203,58.1,203,58.1,58.3,78,22.3,67,19.1,1,0.2,103,29.5,99,28.3,1,0.2,146,41.79,1,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,350,349,238,68,238,68,68.2,48,13.69,63,18,7,2,120,34.2,111,31.69,1,0.2,112,32,1,8,7,NA,2.92,2.62
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,6,324,324,220,67.9,220,67.9,67.9,32,9.8,72,22.19,6,1.8,132,40.7,82,25.3,0,0,104,32,0,3,5,,324,323,188,58,188,58,58.2,78,24,57,17.5,3,0.9,132,40.7,53,16.3,1,0.3,136,41.89,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.46
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,7,302,300,188,62.2,188,62.2,62.7,41,13.5,71,23.5,6,1.89,82,27.1,100,33.1,2,0.6,114,37.7,0,3,1,,303,300,136,44.79,136,44.79,45.3,100,33,64,21.1,0,0,85,28,51,16.8,3,0.9,167,55.1,0,2,1,,302,293,185,61.2,185,61.2,63.1,42,13.9,66,21.8,2,0.6,143,47.29,40,13.19,9,2.89,117,38.7,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.26
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,8,302,295,201,66.5,201,66.5,68.1,52,17.19,42,13.9,2,0.6,64,21.1,135,44.7,7,2.29,101,33.39,1,5,2,,301,296,161,53.39,161,53.39,54.4,89,29.5,46,15.19,0,0,99,32.79,62,20.5,5,1.6,140,46.5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,301,294,152,50.39,152,50.39,51.7,54,17.89,88,29.19,2,0.6,122,40.5,28,9.3,7,2.29,149,49.5,2,5,2,NA,2.87,2.4
